date,value,cash,SPY_weight,TLT_weight,GLD_weight,SHV_weight
2021-03-02,254271.06632036815,-8.169946713302625,0.2732183942109536,0.23397212828998426,0.2321930769495781,0.26064853140429
2021-03-03,252060.9317563644,-8.169946713302625,0.2719633354791752,0.23346383545493912,0.23164745273124465,0.26295778892098026
2021-03-04,250252.65902984366,-8.169946713302625,0.27053867799414694,0.2336339652352292,0.23102613417745713,0.2648338693859919
2021-03-05,251648.39081011707,-8.169946713302625,0.2739876460599041,0.2327905754028334,0.22988923802324093,0.2633650062360832
2021-03-08,250249.8263934134,-8.169946713302625,0.2741470862252249,0.2322715452298085,0.22877714860470602,0.26483686710262255
2021-03-09,253258.63919940623,-8.169946713302625,0.27475777966466575,0.23269253336054377,0.2308677338899783,0.2617142123859721
2021-03-10,254101.98327534788,-8.169946713302625,0.27555041762436905,0.23238515020887152,0.23127461378708336,0.2608219706148063
2021-03-11,254335.0160575794,-8.169946713302625,0.2780892026541893,0.23049731976633997,0.23086260615211243,0.2605829942032149
2021-03-12,253175.31239860365,-8.169946713302625,0.27973931327173196,0.22663929924724546,0.23187702765196777,0.261776629747618
2021-03-15,254193.15400653295,-8.169946713302625,0.2802807645855308,0.22705903092039892,0.2319639228523138,0.2607284223449364
2021-03-16,253925.87076415552,-8.169946713302625,0.2802218462876439,0.22638463102185777,0.23242283124865634,0.26100286597643635
2021-03-17,254166.0263734363,-8.169946713302625,0.2809116925039475,0.22447824835000163,0.23386232552122052,0.2607798777584499
2021-03-18,252204.08175844446,-8.169946713302625,0.27897798795317413,0.2239336049913006,0.2343122660857791,0.26280853515883434
2021-03-19,252671.17537831026,-8.169946713302625,0.27794707654311074,0.22490511231897028,0.23485744405479111,0.26232270138758923
2021-03-22,253787.47956378522,-8.169946713302625,0.2789341358450306,0.22642490931280596,0.2334806299583935,0.2611925169632505
2021-03-23,253310.43716787876,-8.169946713302625,0.2772598543849408,0.2288991360254596,0.23221256631554482,0.26166069597869906
2021-03-24,253469.0604634924,-8.169946713302625,0.27567774273571366,0.22998714824375766,0.23287039525974282,0.26149694628138764
2021-03-25,253188.03740417707,-8.169946713302625,0.2775363220419355,0.22842700235500563,0.2322817521841966,0.2617871917155679
2021-03-26,254285.1869863187,-8.169946713302625,0.28079209329752813,0.22664520982179828,0.23193715228350412,0.2606576736677226
2021-03-29,253058.341107037,-8.169946713302625,0.2820108146601633,0.2258109981343427,0.23028911035712193,0.2619213616830769
2021-03-30,252166.3327022209,-8.169946713302625,0.28225754594006325,0.22779705806152817,0.2271537324239244,0.26282406261295116
2021-03-31,253003.16947589497,-8.169946713302625,0.2824643016975205,0.22577681218397433,0.22983643587581312,0.26195474211765246
2021-04-01,255457.26264729147,-8.169946713302625,0.2827718391142466,0.22731891112977473,0.23050300159701262,0.259438229816597
2021-04-05,256218.93081042063,-8.169946713302625,0.2859778500499145,0.2256543933812161,0.22973265158778836,0.2586669915660709
2021-04-06,257052.96882862106,-8.169946713302625,0.28488158488183124,0.2264500401274685,0.23082571743905744,0.25787444067692844
2021-04-07,256559.07445388622,-8.169946713302625,0.2857603502087225,0.22530574487734262,0.2306182889788053,0.2583474602451805
2021-04-08,258020.4362854033,-8.169946713302625,0.28549055792942046,0.22587916359058313,0.23177769619850677,0.25688424623350403
2021-04-09,257900.03334508793,-8.169946713302625,0.2877003652097408,0.2251657978945399,0.23013805541156135,0.25702746021877204
2021-04-12,257535.90049582333,-8.169946713302625,0.2882121862372111,0.22538596373121855,0.22906601757594275,0.25736755598115385
2021-04-13,258608.88640046926,-8.169946713302625,0.28786704193846446,0.22613267731712555,0.22973215220579948,0.256299720441066
2021-04-14,257910.7564897838,-8.169946713302625,0.28766048376678444,0.22602444023953758,0.22935326391847055,0.256993489492716
2021-04-15,260633.31999673825,-8.169946713302625,0.28771344898339696,0.22740628791473036,0.23062570321243564,0.25428590640611953
2021-04-16,260787.17452378653,-8.169946713302625,0.28850487978742895,0.22550696798556133,0.23188359287012605,0.254135887380312
2021-04-19,260081.37726333647,-8.169946713302625,0.287866461110735,0.2254694907902105,0.23186991110401362,0.2548255500350643
2021-04-20,260017.9748566296,-8.169946713302625,0.285828544039441,0.2265638769076484,0.23275131342422725,0.25488768632841685
